1660216367.37077,-0.13,0.1,1,-1.16,-3.6,-4.21
1660216367.38639,-0.13,0.1,1,-1.16,-3.6,-4.21
1660216367.38639,-0.13,0.1,1,-0.55,-3.72,-3.36
1660216367.38639,-0.13,0.1,1,-0.55,-3.72,-3.36
1660216367.38639,-0.13,0.1,1,-0.55,-3.72,-3.36
1660216367.40202,-0.13,0.1,1,0.92,-4.7,-1.95
1660216367.40202,-0.13,0.1,1,0.92,-4.7,-1.95
1660216367.40202,-0.13,0.1,1.01,-0.61,-4.76,-1.04
1660216367.40202,-0.13,0.1,1.01,-0.61,-4.76,-1.04
1660216367.41764,-0.13,0.1,1.01,-1.71,-3.66,-0.85
1660216367.41764,-0.12,0.1,1,-1.71,-3.66,-0.85
1660216367.41764,-0.12,0.1,1,-2.38,-2.75,-1.89
1660216367.43327,-0.12,0.11,1,-2.38,-2.75,-1.89
1660216367.43327,-0.12,0.11,1,-2.38,-2.75,-1.89
1660216367.43327,-0.11,0.1,0.98,-3.11,-2.75,-3.66
1660216367.43327,-0.11,0.1,0.98,-3.11,-2.75,-3.66
1660216367.44889,-0.11,0.1,0.97,-4.7,-2.01,-4.7
1660216367.44889,-0.11,0.1,0.97,-4.7,-2.01,-4.7
1660216367.44889,-0.12,0.09,0.98,-4.27,-3.11,-4.52
1660216367.44889,-0.12,0.09,0.98,-4.27,-3.11,-4.52
1660216367.46451,-0.12,0.09,0.98,-4.27,-3.11,-4.52
1660216367.46451,-0.13,0.09,1.01,-0.79,-5.62,-3.48
1660216367.46451,-0.13,0.09,1.01,-0.79,-5.62,-3.48
1660216367.46451,-0.14,0.09,1.04,3.11,-6.59,-2.01
1660216367.48014,-0.14,0.09,1.04,3.11,-6.59,-2.01
1660216367.48014,-0.14,0.1,1.04,3.6,-4.09,-0.92
1660216367.48014,-0.14,0.1,1.04,3.6,-4.09,-0.92
1660216367.48014,-0.13,0.11,1,1.77,-0.31,-0.37
1660216367.49576,-0.13,0.11,1,1.77,-0.31,-0.37
1660216367.49576,-0.13,0.11,1,-0.06,0.98,-0.61
1660216367.49576,-0.11,0.12,0.97,-0.06,0.98,-0.61
1660216367.49576,-0.11,0.12,0.97,-0.06,0.98,-0.61
1660216367.51140,-0.11,0.12,0.95,-0.98,-0.49,-1.28
1660216367.51140,-0.11,0.12,0.95,-0.98,-0.49,-1.28
1660216367.51140,-0.12,0.11,0.95,-0.18,-2.14,-1.77
1660216367.52701,-0.12,0.11,0.95,-0.18,-2.14,-1.77
1660216367.52701,-0.14,0.11,0.97,2.75,-3.85,-2.01
1660216367.52701,-0.14,0.11,0.97,2.75,-3.85,-2.01
1660216367.54264,-0.14,0.1,0.98,2.93,-5.13,-2.93
1660216367.54264,-0.14,0.1,0.98,2.93,-5.13,-2.93
1660216367.54264,-0.14,0.09,0.97,1.28,-3.6,-2.75
1660216367.54264,-0.14,0.09,0.97,1.28,-3.6,-2.75
1660216367.55826,-0.13,0.1,0.95,-0.92,-1.95,-1.77
1660216367.55826,-0.13,0.1,0.95,-0.92,-1.95,-1.77
1660216367.55826,-0.12,0.11,0.94,-1.89,-2.2,-0.98
1660216367.55826,-0.12,0.11,0.94,-1.89,-2.2,-0.98
1660216367.57389,-0.12,0.11,0.94,-1.89,-2.2,-0.98
1660216367.57389,-0.12,0.11,0.94,-0.85,-4.09,-0.98
1660216367.57389,-0.12,0.11,0.94,-0.85,-4.09,-0.98
1660216367.58952,-0.12,0.12,0.97,1.04,-7.14,-0.85
1660216367.58952,-0.12,0.12,0.97,1.04,-7.14,-0.85
1660216367.58952,-0.12,0.14,1,1.46,-9.28,0.31
1660216367.58952,-0.12,0.14,1,1.46,-9.28,0.31
1660216367.60514,-0.12,0.14,1.01,-0.12,-8.36,0.61
1660216367.60514,-0.12,0.14,1.01,-0.12,-8.36,0.61
1660216367.60514,-0.12,0.14,1.01,-0.55,-5.98,-0.73
1660216367.60514,-0.12,0.14,1.01,-0.55,-5.98,-0.73
1660216367.62077,-0.12,0.14,1.01,-0.43,-5.25,-2.32
1660216367.62077,-0.12,0.14,1.01,-0.43,-5.25,-2.32
1660216367.62077,-0.12,0.14,1.01,0.31,-4.58,-3.78
1660216367.63639,-0.12,0.12,1,0.31,-4.58,-3.78
1660216367.63639,-0.12,0.12,1,0.31,-4.58,-3.78
1660216367.63639,-0.13,0.1,1,0.85,-4.33,-4.33
1660216367.63639,-0.13,0.1,1,0.85,-4.33,-4.33
1660216367.65201,-0.13,0.12,1.01,1.77,-5.25,-3.23
1660216367.65201,-0.13,0.12,1.01,1.77,-5.25,-3.23
1660216367.65201,-0.13,0.13,1.01,2.69,-5,-2.81
1660216367.65201,-0.13,0.13,1.01,2.69,-5,-2.81
1660216367.66763,-0.13,0.12,0.99,1.34,-3.48,-3.97
1660216367.66763,-0.13,0.12,0.99,1.34,-3.48,-3.97
1660216367.66763,-0.12,0.11,0.97,0.18,-2.38,-4.09
1660216367.68326,-0.12,0.11,0.97,0.18,-2.38,-4.09
1660216367.68326,-0.11,0.1,0.95,-0.61,-2.5,-3.72
1660216367.68326,-0.11,0.1,0.95,-0.61,-2.5,-3.72
1660216367.69888,-0.11,0.09,0.94,-1.28,-3.97,-3.78
1660216367.69888,-0.11,0.09,0.94,-1.28,-3.97,-3.78
1660216367.69888,-0.11,0.09,0.94,-0.98,-6.41,-3.11
1660216367.69888,-0.11,0.09,0.94,-0.98,-6.41,-3.11
1660216367.71676,-0.12,0.08,0.96,-0.31,-8.61,-1.71
1660216367.72262,-0.12,0.08,0.96,-0.31,-8.61,-1.71
1660216367.72780,-0.12,0.1,0.99,-0.43,-9.22,-0.61
1660216367.72885,-0.12,0.1,0.99,-0.43,-9.22,-0.61
1660216367.72885,-0.12,0.1,1,-1.71,-8.24,-0.67
1660216367.72885,-0.12,0.1,1,-1.71,-8.24,-0.67
1660216367.74449,-0.12,0.13,1,-1.77,-6.71,-1.04
1660216367.74449,-0.12,0.13,1,-1.77,-6.71,-1.04
1660216367.74449,-0.12,0.14,1.01,-0.85,-6.16,-1.34
1660216367.76010,-0.12,0.14,1.01,-0.85,-6.16,-1.34
1660216367.76010,-0.12,0.14,1.01,0.49,-5.98,-1.77
1660216367.76010,-0.12,0.14,1.01,0.49,-5.98,-1.77
1660216367.76010,-0.12,0.14,1.02,1.89,-5.8,-1.71
1660216367.77572,-0.12,0.14,1.02,1.89,-5.8,-1.71
1660216367.77572,-0.12,0.13,1.01,2.14,-4.09,-1.95
1660216367.77572,-0.12,0.13,1.01,2.14,-4.09,-1.95
1660216367.79134,-0.11,0.12,0.99,0.43,-1.71,-3.42
1660216367.79134,-0.11,0.12,0.99,0.43,-1.71,-3.42
1660216367.79134,-0.11,0.11,0.96,-1.53,-0.55,-3.91
1660216367.80696,-0.11,0.11,0.96,-1.53,-0.55,-3.91
1660216367.80696,-0.11,0.1,0.94,-1.71,-1.22,-3.3
1660216367.80696,-0.11,0.1,0.94,-1.71,-1.22,-3.3
1660216367.80696,-0.1,0.11,0.95,-1.71,-3.3,-1.34
1660216367.82259,-0.1,0.11,0.95,-1.71,-3.3,-1.34
1660216367.82259,-0.1,0.12,0.97,-1.95,-4.27,-0.18
1660216367.82259,-0.1,0.12,0.97,-1.95,-4.27,-0.18
1660216367.83823,-0.1,0.14,0.98,-3.05,-4.33,-0.31
1660216367.83823,-0.1,0.14,0.98,-3.05,-4.33,-0.31
1660216367.83823,-0.1,0.15,0.98,-4.15,-3.97,-1.16
1660216367.83823,-0.1,0.15,0.98,-4.15,-3.97,-1.16
1660216367.85384,-0.1,0.15,0.99,-3.91,-4.52,-2.38
1660216367.85384,-0.1,0.15,0.99,-3.91,-4.52,-2.38
1660216367.85384,-0.1,0.15,0.99,-3.17,-5.49,-3.72
1660216367.85384,-0.11,0.14,1,-3.17,-5.49,-3.72
1660216367.86946,-0.11,0.14,1,-3.17,-5.49,-3.72
1660216367.86946,-0.11,0.13,1,-2.93,-5.13,-5.55
1660216367.86946,-0.11,0.13,1,-2.93,-5.13,-5.55
1660216367.88509,-0.11,0.12,1,-2.26,-4.58,-5.43
1660216367.88509,-0.11,0.12,1,-2.26,-4.58,-5.43
1660216367.88509,-0.1,0.11,0.99,0.12,-4.21,-3.97
1660216367.88509,-0.1,0.11,0.99,0.12,-4.21,-3.97
1660216367.90071,-0.1,0.11,0.99,2.26,-4.52,-3.72
1660216367.90071,-0.1,0.11,0.98,2.26,-4.52,-3.72
1660216367.90071,-0.1,0.11,0.98,2.26,-4.52,-3.72
1660216367.90071,-0.1,0.1,0.98,3.66,-5.98,-3.97
1660216367.91634,-0.1,0.1,0.98,3.66,-5.98,-3.97
1660216367.91634,-0.11,0.09,0.99,4.03,-7.02,-3.11
1660216367.91634,-0.11,0.09,0.99,4.03,-7.02,-3.11
1660216367.91634,-0.11,0.09,0.99,4.03,-7.02,-3.11
1660216367.93196,-0.09,0.11,1,5.55,-7.02,-1.1
1660216367.93196,-0.09,0.11,1,5.55,-7.02,-1.1
1660216367.93196,-0.09,0.13,1.02,4.27,-6.77,0.31
1660216367.93196,-0.09,0.13,1.02,4.27,-6.77,0.31
1660216367.94759,-0.08,0.14,1.03,1.53,-5.31,-1.34
1660216367.94759,-0.08,0.14,1.03,1.53,-5.31,-1.34
1660216367.94759,-0.08,0.14,1.03,1.53,-5.31,-1.34
1660216367.94759,-0.09,0.13,1.03,0.67,-3.91,-3.6
1660216367.94759,-0.09,0.13,1.03,0.67,-3.91,-3.6
1660216367.96321,-0.09,0.13,1.03,0.67,-3.91,-3.6
1660216367.96321,-0.09,0.12,1.03,0.49,-3.05,-5.92
1660216367.96321,-0.09,0.12,1.03,0.49,-3.05,-5.92
1660216367.96321,-0.08,0.1,1.03,0.92,-1.89,-6.96
1660216367.97883,-0.08,0.1,1.03,0.92,-1.89,-6.96
1660216367.97883,-0.08,0.1,1.03,0.92,-1.89,-6.96
1660216367.97883,-0.07,0.1,0.99,3.3,0.06,-6.04
1660216367.97883,-0.07,0.1,0.99,3.3,0.06,-6.04
1660216367.97883,-0.07,0.1,0.99,4.7,0.79,-5.55
1660216367.99446,-0.06,0.14,0.97,4.7,0.79,-5.55
1660216367.99446,-0.06,0.14,0.97,4.7,0.79,-5.55
1660216367.99446,-0.06,0.14,0.93,6.47,0,-7.57
1660216367.99446,-0.06,0.14,0.93,6.47,0,-7.57
1660216368.01008,-0.06,0.14,0.93,6.47,0,-7.57
1660216368.01008,-0.04,0.14,0.88,2.26,1.46,-14.16
1660216368.01008,-0.04,0.14,0.88,2.26,1.46,-14.16
1660216368.01008,-0.03,0.1,0.87,-0.18,4.76,-23.8
1660216368.02571,-0.03,0.1,0.87,-0.18,4.76,-23.8
1660216368.02571,0,0.03,0.79,8.79,13.85,-28.75
1660216368.02571,0,0.03,0.79,8.79,13.85,-28.75
1660216368.04133,0.06,0.03,0.65,31.01,27.34,-17.4
1660216368.04133,0.06,0.03,0.65,31.01,27.34,-17.4
1660216368.04133,0.06,0.03,0.65,31.01,27.34,-17.4
1660216368.04133,0.15,0.1,0.45,29.3,40.53,-1.16
1660216368.05696,0.15,0.1,0.45,29.3,40.53,-1.16
1660216368.05696,0.21,0.12,0.32,19.1,42.6,5.49
1660216368.05696,0.21,0.12,0.32,19.1,42.6,5.49
1660216368.05696,0.17,0.22,0.33,-0.06,34.42,1.95
1660216368.07258,0.17,0.22,0.33,-0.06,34.42,1.95
1660216368.07258,0.17,0.22,0.33,31.37,43.4,1.28
1660216368.07258,0.14,0.6,0.64,31.37,43.4,1.28
1660216368.07258,0.14,0.6,0.64,31.37,43.4,1.28
1660216368.08820,0.37,0.37,0.04,436.1,95.83,51.88
1660216368.08820,0.37,0.37,0.04,436.1,95.83,51.88
1660216368.08820,0.24,0.21,-0.08,486.76,5.74,15.75
1660216368.08820,0.24,0.21,-0.08,486.76,5.74,15.75
1660216368.10383,0.24,0.21,-0.08,486.76,5.74,15.75
1660216368.10383,-0.06,0.11,-0.39,308.78,-47.36,-86.98
1660216368.10383,-0.06,0.11,-0.39,308.78,-47.36,-86.98
1660216368.11945,0.13,0,-0.33,110.96,-28.5,-120.73
1660216368.11945,0.13,0,-0.33,110.96,-28.5,-120.73
1660216368.11945,0.15,-0.03,-0.15,-34.06,-22.16,-134.64
1660216368.11945,0.15,-0.03,-0.15,-34.06,-22.16,-134.64
1660216368.13508,0.15,-0.05,-0.09,-63.42,-20.75,-141.66
1660216368.13508,0.15,-0.05,-0.09,-63.42,-20.75,-141.66
1660216368.13508,0.14,-0.05,-0.06,-52.37,-30.27,-151.92
1660216368.13508,0.14,-0.05,-0.06,-52.37,-30.27,-151.92
1660216368.15070,0.13,-0.05,-0.03,-43.21,-48.03,-163.82
1660216368.15070,0.13,-0.05,-0.03,-43.21,-48.03,-163.82
1660216368.15070,0.13,-0.05,-0.01,-32.84,-69.52,-175.78
1660216368.16634,0.13,-0.05,-0.01,-32.84,-69.52,-175.78
1660216368.16634,0.13,-0.05,-0.01,-14.53,-90.52,-186.95
1660216368.16634,0.12,-0.05,0.01,-14.53,-90.52,-186.95
1660216368.16634,0.12,-0.05,0.01,4.58,-109.13,-197.14
1660216368.18195,0.12,-0.05,0.01,4.58,-109.13,-197.14
1660216368.18195,0.12,-0.05,0.01,4.58,-109.13,-197.14
1660216368.18195,0.12,-0.04,0.02,13.18,-124.57,-206.05
1660216368.18195,0.12,-0.04,0.02,13.18,-124.57,-206.05
1660216368.19758,0.12,-0.07,0.06,10.8,-136.41,-213.87
1660216368.19758,0.12,-0.07,0.06,10.8,-136.41,-213.87
1660216368.19758,0.12,-0.07,0.06,10.8,-136.41,-213.87
1660216368.19758,0.1,-0.05,0.02,7.87,-144.65,-219.3
1660216368.21320,0.1,-0.05,0.02,7.87,-144.65,-219.3
1660216368.21320,0.1,-0.08,0.01,-0.49,-137.63,-233.28
1660216368.21320,0.1,-0.08,0.01,-0.49,-137.63,-233.28
1660216368.21320,0.09,-0.03,0.15,-35.64,-133.54,-266.36
1660216368.22882,0.09,-0.03,0.15,-35.64,-133.54,-266.36
1660216368.22882,0.09,-0.04,0.25,-32.84,-157.29,-248.17
1660216368.22882,0.09,-0.04,0.25,-32.84,-157.29,-248.17
1660216368.22882,0.09,-0.04,0.25,-32.84,-157.29,-248.17
1660216368.24446,0.1,-0.04,0.13,45.96,-167.36,-214.23
1660216368.24446,0.1,-0.04,0.13,45.96,-167.36,-214.23
1660216368.24446,0.1,0.01,-0.03,80.93,-143.43,-195.62
1660216368.24446,0.1,0.01,-0.03,80.93,-143.43,-195.62
1660216368.26009,0.1,0.01,-0.03,-16.05,-106.63,-194.46
1660216368.26009,0.1,0.03,-0.06,-16.05,-106.63,-194.46
1660216368.26009,0.1,0.03,-0.06,-16.05,-106.63,-194.46
1660216368.27570,0.08,0.03,0.04,-156.37,-64.51,-202.58
1660216368.27570,0.08,0.03,0.04,-156.37,-64.51,-202.58
1660216368.27570,0.08,-0.1,0.18,-245.48,-19.9,-212.16
1660216368.27570,0.08,-0.1,0.18,-245.48,-19.9,-212.16
1660216368.29132,-0.12,0.22,0.12,-283.14,21.97,-213.13
1660216368.29132,-0.12,0.22,0.12,-283.14,21.97,-213.13
